content,sentiment
"maaf saya kasih Bintang 1 karna Fitur Status di Line sudah Tidak ada, Saya banyak Kirim Foto Video dengan Harapan Suatu saat Bisa saya lihat kembali. skarang sudah Hilang SEMUANYA!!!",0
"halo developer,untuk developer saya mohon perbaiki sistem login dan daftarnya khusus untuk nomor telpon nya untuk bisa masuk ke dalam Line nya ya mohon diperbaiki ya untuk developer nya ya,dan perbaiki juga khusus untuk sistem loginnya di Facebook nya untuk bisa bener bener login dan bisa masuk ke dalamnya dan menurut saya tolong perbaiki semuanya total di sistem login dan daftar nya ya untuk developer nya saya mohon ya perbaiki semua sistem login dan daftarnya ya,bisa digunain semua Android ya?",0
"gak bisa menambahkan nomor telepon, nyari teman dimana..payah",0
apaan ini mau daftar no teflon tapi muncul notif no telfon tidak tersedia di negara/wilayah anda. kocak kocak,0
kok lelet ya. lambat masuk chatnya . kyk slow gitu...,1
gabisa acc permintaan berteman + gabisa bales chat (kena suspend) 😭😭😭,0
kenapa ada iklannya,1
knpa verifikasi terblokir terus yaa,0
tidak bisa daftar nomor telepon,0
ini aplikasi buruk.. jangan sampai di download.. yang buat orang tolol sedunia.. tolol nya melebihi batas,0
"Apaan anjjeeng gua tambah teman malah kena blok,padahal cuma beberapa doang. Kurang dari 20 teman yg gua add. aplikasi sampah!!!",0
aplikasi ini ribet mau daftar ny,0
gabisa bikin akun,0
"apk memeq, mau login reset pass susah padahal ada no hpnya. mau buat baru sampe 3 email di blokir. tol00l",0
bagus sangat membantu,1
"ini knp apknya jdi jelek bnget ,, ternyata Emg bener udh paling bener balikin sistem kek dulu,,skrng mau login akun lama pun susah mau minta code ,,, setidaknya beri opsi lain lah,,kirim lewat email kek ,, ini malah minta lewat akun yg sudah login di perangkat lama,,Dev nya ga mikir atau gmna,,masa kalah sama apk"" lain kl ada problem bisa lewat email ,,ini apk lama masa masalah bgini ga di gubris",0
Mantap,1
"mau login ke akun yang dulu, ganti sandi lewat email sudah diganti dimasukan malah salah, sudah saya coba bbrp kali tetap salah padahal sudah sesuai yang saya masukkan",0
"plis line pikirn lagi dah buat balikine line kaya sebelumnyaa , karna line lebih seru dan juga perantara chat kalo wa error , keselnya adalah banyak foto foto kenangan terhapus semuaa kek syedih bgt . tolonglaaa",1
"kenapa login lewat Facebook nya ga ada akun lama saya login lewat Facebook, nomer lama nya juga udah hilang",0
"tolong lahh kenapa ga bisa mendaftar, cmn berhenti di logo line terus cari koneksi",0
Aplikasi setres baru aja donlod mau log in malah suru apdet lg aneh,0
saya sangat kecewa atas apk nya titik,0
ga asik gaada stiker meme njir tp ya buat chatan okelah TP GAADA STIKER MEME,1
tidak bisa add friends not error please help thx,1
ko GK BSA nyari tmen d skitar GK kaya d yutube,0
"tolong, kenapa tidak bisa login di perangkat baru",1
di saat gabut ada hiburan,1
"kembalikan fitur ""status Line"" biar kita bisa tau mana teman yg aktif dan tidak...",0
Tidak bisa mendaftarkan nonor telepon,0
g bisa buat akun baru,0
"kecewa bgt sama aplikasi ini,no saya di pake sama orang lain padahal no saya gunakan sudah lama bgt dari 2019 dan tidak pernah mendaftar no saya ke aplikasi line ini tetap sudah terdaftar, saya mencoba mencari bantuan di aplikasi line tidak ada hasil,saya tanya ke operator kartu saya tercatat hanya 1x penguannan itu aku,tetapi aneh knp sudah bisa terdaftar di line..mencoba masuk padahal otp sudah masuk jg tetep tidak bisa ..koreksi untuk pusat bantuan lebih di permudah,karena ini sensitif.",0
"Aplikasi Smpah... akuu mau login ke akun LINE ku ngk bisaa teruusss stuck di loading ny Udh aku coba berulang"" selama 1jam tetep ajaa stuck, udh pakai jaringan 5G pun tetep sama aja ngk di alihkan ke akun google akuu, Aku Coba Pakai HP temen juga sama Ajaa. niat mau login LINE di hp skrang gara"" hp yg lama rusak ngk bisa di pakai lgih Malah ngk bisaaaa Sampah!! dulu gampang banget padahal login ke akun LINE nyaa skrang Kog Ginih Hadeuh. TOLONG DONG DEV PERBAIKIII",0
"Top 1,goto line",1
"busuk, gabisa login Facebook",0
aplikasi sangat bagus untuk komunikasi,1
Buruk,0
bagus,1
"mau login aja ribet, verifikasi lahh, masukin pasword lahh",0
"Daftar udah oke semua , giliran klik setuju malah GK bisa, coba daftar ulang bilangnya akun sudah terdaftar tapi tidak bisa login , padahal ini akun pertama tapi kok seolah jadi akun di banyak perangkat. ANEH",0
kenapa login dengan Facebook di tiadakan padahal saya hanya bisa login denga facebook,0
Bagus,1
kenapaaa mau login gak bisaa ini Line,0
penuh iklan,1
"Lost my Line account due to factory reset. Can't log in to the new Line app. The procedure is very inconvenient for users. It should be made simple but still secure. For example, you can verify via email address and phone number or via the call center by filling in the identity registered when creating Line. Even creating a new account can't add a phone number because it's not allowed in my country. This is Djancoek. 😂😂 Stressed... I lost contact with my coworkers in Japan and my bosses there!",0
"login dipersulit, sudah 2 akun saya yang hilang. mending balikin lagi fitur login dengan Facebook!",0
knpa line susah bgt sih,1
"apk dongo, masukin no tlpn gabisa mulu lawak",0
"saya mau mendaftarkan no hp, tapi disana diberitahu bahwa no hp tidak tersedia di wilayah anda. saya juga udah mencoba pake no yang berbeda tapi tetap sama saja",0
"hp lama ga bisa dipake, mau login di hp baru butuh hp lama, udah minta solusi ke cs cuma kasih saran bikin akun baru. mengecewakan",0
ingin login ke perangkat baru karena hp lama udah rusak..ribet banget cara login nya masa harus pake perangkat lama??,0
bagus,1
verivikasi g bisa lewat email masuk ke hp baru harus lewat hp lama yg udh didaftarin(hp nya hilang atau g bisa = mustahil),0
Susah bgt login,0
"Aplikasi kocak sistemnya ga kayak dulu mau login dipersulit harus ini itu, sedangkan device saya baru, email password padahal bener tpi pas login tulisan salah mulu kan kocak. mana akun line gw terkait banyak game tpi gabisa di login LINE nya emang tolol sistem nya balikin lagi woi kek dulu. ini game gw kek mana gabisa di login alias ilang (GW UDAH SPEND BANYAK DI ROX KOCAK)",0
"bagus sihh buat nambah temen, tapi fitur bikin story nya jd ilangg bisaa di balikin kaya dlu ga😆😭",1
tiba tiba eror g jls bngt ni aplikasi,0
buat story lg dong,1
Terjadi masalah pada pembuatan ID LINE,0
"Sedih, aplikasi ini sudah tidak sebagus dulu. Sangat disayangkan, padahal aplikasi ini banyak dibutuhkan oleh orang-orang. Melihat respon yang lain, sepertinya memang harus dikembalikan seperti yang lama. Saya juga sangat butuh fitur voom yang sebelumnya. Tolong di pikirkan kembali, terima kasih developer.",0
menjadi akun Line yang bermanfaat,1
"semenjak fitur voom ilang, jadi males",0
"lebih cerdas,dan simple",1
hallo kenapa saya tidak bisa menambahkan no telepon,1
ok,1
foto² dulu hilang gak bisaaa melihat story updte jaman dulu,0
"aplikasi sangat buruk sekali. fitur""nya dihilangkan semua. sementara akun line saya yang sudah ga aktif nomer buat verifikasi sangat susah. hilangin aja app kek gini, ga guna!!!",0
sekarang udah ga ada openchatnya ya?,0
gabisa login,0
kembalikan log in via Facebook. hilang akun saya ga bisa log in,0
"apalah mau login aja verifikasi diblokir, gajelas amat tinggal verifikasi lewat no telp atau code verifikasi diemail aja gabisa",0
kembali kan login via Facebook.,0
saya biasa nya pindah akun mudah ini kok susah setengah mati. biasanya pindah akun pake kode QR.. SEKARANG KOK JADI SUSAH BANGET,0
berjam jam saya coba nambahkan nomor telepon tapi tidka bisa juga. menambah kan pertemanan melalui nomor telepon pun juga tidak bisa. ternyata ulasan di playstore buruk buruk dengan masalah yang sama. aplikasi sampah,0
tidak bisa login menggunakan google hanya tersangkut di halaman login,0
tidak bisa aktivasi nomor telepon,1
"Terlalu ribet. Demi keamanan tapi ya jangan gitu, mau login susah ya Tuhan. Tujuan biar konsumen nyaman, bukan aman doang.",0
mau pindah akun aja ribet pepek,0
Kenapa aqun line tidak bisa menambahkan nomer telpon,1
masih berharap voom balik lagi 😔😔,1
"kenapa tiba2 saya tidak bisa mengirim dan menerima pesan?????????????? kejam sekali tiap pesan yang d kirim ada tanda serunya. padahal g ada pembahasan nyeleneh. tiba2 aja nih, nyebelin banget",0
"banyak eror ketika log in, tidak bisa menampilkan akun google",0
"kenapa login via Facebook sudah ga bisa? nomer udah hangus, Email yg dulu buat daftar malah ga bisa buat login.",0
"udah ga bisa nambahin nomor telepon, login pake akun google malah harus pindah akun dulu, kenapa ribet si cara loginnya? kalau bisa nambahin nomor telepon mah gapapa deh,ini udah ga bisa login pun harus pindah akun",1
udah ku ingin kan karena aku suka banget dengan line ini lalu ini kalo dari share jadi YouTube jadi ini sederhana,1
kok ada iklan judol??,0
Susah untuk daftar atau login,0
"udah ga ada line voom, ga seru banget",0
Selalu saja pembaruan yg tak bergunaaa.. tolonglah.m.. lima bulan aja gk d perbaruiiii... ngabisin kuata taugak!!!😈😈😈,0
"demi apapun aku lama banget login nya gabisa bisa padahal mau buat akun baru, ini gimana sih sinyal full aja kok",0
"kecawa bgt sama Line, skrg sdh ada Iklanya, iklanya kayak iklan Aplikasi murahan.",0
ok,1
"jelek, aneh ih masa gua diblokir padahal ga ngapa ngapain",0
GK bisa menambah kan no telp ... gimana sih BKN nya mempermudah malah mempersulit,0
"tidak dapat menambahkan teman, tidak dapat memaksukan nomor telvon ke line pribadi.",0
"saya ingin melakuakn daftar baru, tetapi saya menunggu sangat lama bahkan sudah satu jam tetapi masih loading",0
👍👍,1
"No hp dan perangkat lama saya sudah tidak ada, saya cuma biaa login lake email , tapi malah di suruh verifikasi ke perangkat lama haduh, ya ga bisa lah, minimal opsi nya tambahin lah buat login, liat aja login terakhir line gua kapan, males buat akun baru ilamg semua kontak kocak",0
"KARENA AKUN LAMA SAYA YANG TERTAUT HANYA DENGAN NOMOR TELFON TIDAK BISA DI BUKA LAGI, TOLKNG PERBAIKI KARNA SAYANG AKUN SAYA *BERBICARA DENGAN NADA SEDIHHH",0
"punya akun line pas 2019, skrng di buka lagi fiturnya beda jauhh. jadi ga bisa masuk ke akun yg dulu. padahal penuh kenangan. ga bisa bertaut dengan FB kalo bisa balikin fitur login dengan FB",0
"Mengapa akses login mengunakan Facebook di hapus,saya ingin login ke akun utama line saya menggunakan Facebook,tetapi sudah tidak ada akses login menggunakan Facebook ?",0
tidak bisa lihat daftar teman yg tersimpan dikontak,0
knpa line ku gak bisa masuk,0
kok gabisa masukin no tlpn ya kocak bgt ni apk skrng akun yg dulu juga gabisa dibuka lagi hadehhh cacat ni apk,0
"tolong di perbaiki lagi line. tolong balikkin line seperti dulu lagi setiap aku login pakai google kok minta terus yaa kode pindah, padahal aku ga pernah aktifkan kode pindah, dulu ga gini tolong di perbaiki, tambah nomor telepon juga ga bisa ini kenapa sihh dulu awal-awal aku pakai tahun 2014 sampe 2022 aman-aman aja ga ada masalah sedikit pun seperti ini, tolong di perbaiki juga",1
verifikasi akun sulit,0
ini aplikasinya sangat bagus dan sangat puas bisa dapat jodoh dsini luar biasa Line,1
"Minta update mulu, tapi masih ajeg aja gak ada perubahan apapun. line serius ini konten apk cuma perpesanan doang??? balikin lagi kali fitur story nya",1
kenapa nggak bisa masuk pakai nomor gimana caranya,1
gak bisa install,0
"terlalu banyak error, mau add tema eror, add pertemanan eror, people nearby eror, tolong dong segera diperbaiki",1
kenapa line tidk bsa di install???,0
"tidak ada menu pemulihan lupa password akun, hp lama sudah rusak kok masih suruh login pake hape lama dan tidak ada opsi lainnya, tidak ada solusi, terpaksa UNINSTALL...!!!",0
susah login nomor gak Nerima kode verifikasi padahal dah bnar,0
sedih pdhal saya suka menggunakan line tapi krna hp ke riset smntra nmr yang dulu daftar line sudah hangus..jd gak bs login lg .pdhal smua data penting tersimpan di line.. sangat kecewa krna developer tidak memikirkan pengguna setia yang sudah lma memakai line,0
"gabisa login padahal baru ganti gmail, bye line",0
Chat ke teman masuk tapi chat teman ke saya tidak masuk,0
sangat bagus dan baik dimain kan mantap,1
DEVELOPER ANSHPSKSHKSUDBDHSN MO LOGIN AE SUSAH NJG. KLO MO APUS LINE LGSG BERI PENGUMUMAN AJA GAUSA MAKIN DIPERSULIT LOGIN KOCAK.,0
ga bisa instal,1
"apk sangat mengecewakan, untuk daftar saja susah sampe. nyesel aku dowload aku saranin jangan kalian dowload guyssss entar nyesellllllllll",0
"akun tiba tiba diblokir tanpa alasan, saya tidak melakukan apapun tiba tiba diblokir",0
"masih tetap gak bisa mengirim pesan, tapi bisa menerima pesan, apk gaje",0
aplikasinya jelek gak cocok sepertinya untuk HPku,1
"Saya sangat kecewa dengan LINE. Pelayanan customer service-nya lambat sekali, respons bisa memakan waktu berhari-hari tanpa solusi yang jelas. Selain itu, proses login sangat menyulitkan karena harus menggunakan perangkat lama yang sebelumnya dipakai. Jika perangkat lama sudah rusak atau hilang, akses akun jadi ribet dan hampir mustahil tanpa prosedur yang rumit. Harusnya LINE mempermudah penggunanya, bukan malah membuat frustrasi.",0
kenapa ga bisa login lewat fb ? malah makin ribet,0
kembalikan fitur tambah nomor indonesia,0
sangat bagus,1
"parah banget sekarang mau login aja ribet banget, gara2 hape sebelumnya error jadi terpaksa harus di reset sekarang mau login lagi pake akun email yang sama tapi harus verifikasi dulu di line hape sebelumnya, Khan tolol. Gimana mau verifikasi hape nya aja error gak bisa dibuka terus udah di riset. udah diotak Atik tapi tetep gak ketemu cara lain karena harus verifikasi dulu di line hape sebelum nya. Bikin pusing, padahal banyak chat penting di akun line itu.",0
aplikasi menutup dan error,0
lemot kek yang buat,0
aplikasi ini tau2 log out sendiri .... fiturnya tambah ksini tambah jelek.. teman2ku hilang smua padahal sudah dicadangkan no tlp tidak bisa masuk2 ah pokonya kecewa!!!,0
"tolong evaluasi kembali untuk lupa sandi, apakah tidak ada alternatif lain selain dari email?",0
ci sen,1
"tidak bisa menambahkan teman, akun tidak bisa di login ulang",1
kekurangan line iyalah untuk login. ketika HP Rusak & Hilang kita sudah tidak bisa login lagi ke akun lama. Dev nya otak nya ga mikir kesana. setidaknya ada akses buat login untuk kirim ke email.,0
"mau masuk/login aja susah bgt! padahal no tlpn atau email sudah benar, eh malah disuruh nunggu 22 hari lagi buat login, kocak line ga jelas! UNINSTALL!",0
"kenapa verifikasi tidak bisa lewat email saja, krn nomor telepon yang Lama sudah expired...kenepa developer tidak berpikir sperti demikian?...saya sangat butuh akun Line...tapi fitur line banyak yg dihapus. tolong sediakan lagi fitur""sperti login via facebook atau dapatkan kode verifikasi lewat email.",1
SIALANN KARENA VN NYA ERROR AK G DPT LOPYU DRI CEWE AK!!!,0
"tiba-tiba eror gak jelas, terus gak bisa dipake lagi",0
ok,1
ok,1
kenapa line saya tidak bisa mengirim pesan dan login? saya sangat memerlukan line untuk aktivitas universitas,0
"tolong kembalikan fitur story dan timeline nya, sekarang line jadi tidak seru dan cenderung sepi karena tidak ada fitur tersebut",0
"please laaa tolong , bagaimana pengguna lama mau login ,ini susah banget kudu masukin kode dari device lama, kondisinya gabisa, dulu selagi email dan password bener udah bisa masuk, kenapa sekarang jadi susah banget-_- mana loading ga kelar² tiap login-_- makin kesini makin ribet make aplikasi ini, beda sama yang dlu, gampang buat login",0
ribet login nya.,0
"uda banyak berubah ih line, banyak fitur yang diapus sama line, pdhl aku donlod line lagi buat fitur itu but uda gaada😭🙏, fitur beranda sama grup grup.",1
"Message for Line developers, please bring back the Voom and Story Line features, I think those features are very useful for us.",1
Saya download ini cuma karena nyari nomor nya pemain drakor😍😍😍😍,0
"plis la diubah lagi settingannya sprt tahun 2019 lalu,biasanya login pakai email / no.hp langsung masuk tanpa verifikasi,ini harus verifikasi kode dulu ,rencana mau pindah akun ke device yg satunya,ternyata sebelum pindah device kalau bisa device yg terconnect ke Line gk boleh log iut biar dapat kode verif nya,fitur sprt ini buat user jadi susah sih banget utk login,pls tolong diperbaiki,banyak kenangan cuk di akun gw",0
